,ad_id,labels,labeler_userid,advertiser_id,campaign_id
67,276536,['گردشگری'],puranzamani,21733,100886
68,207515,['ارزدیجیتال'],ah_farahani,23881,71955
69,305425,['کسب و کار'],Apr89,21425,102499
70,301063,['تناسب اندام'],Mehdi_rjbl,9177,110214
71,292877,['سلامت'],itstheshahriar,9671,107262
72,205572,"['کسب و کار', 'هیچکدام']",Mt4heri,892,72443
73,299773,['مردانه'],sepahsalar_sz,33191,109302
74,305034,['ارزدیجیتال'],Apr89,20940,88644
75,263635,['هیچکدام'],Mehdi_rjbl,32511,96184
76,297256,['تکنولوژی'],itstheshahriar,26731,108536
77,199895,['مردانه'],ah_farahani,1278,69669
78,306144,['هیچکدام'],alireza_amirabadi,34524,104821
79,279301,['لوازم منزل'],Farshadgholami,21483,101783
80,280859,['زیبایی'],Mehdi_rjbl,17907,102564
81,307029,['کنکور'],ah_farahani,24722,112527
82,190116,['تکنولوژی'],Apr89,22535,65069
83,205165,['ارزدیجیتال'],ah_farahani,23881,72029
84,271662,['پوشاک'],itstheshahriar,8132,99078
85,304579,['هیچکدام'],Apr89,6756,111568
86,239913,['کسب و کار'],farzadshami,20491,87113
87,306311,"['مردانه', 'تکنولوژی']",alireza_amirabadi,36229,112375
88,292992,['هیچکدام'],ZbidOkiZ,21824,106645
89,305862,['کسب و کار'],Farshadgholami,24762,112193
90,275611,['پوشاک'],ah_farahani,33864,100311
91,303787,"['ارزدیجیتال', 'تکنولوژی']",ZbidOkiZ,8085,111307
92,279954,['گردشگری'],alireza_amirabadi,6237,102134
93,304196,"['ارزدیجیتال', 'کسب و کار']",itstheshahriar,22951,111432
94,303947,['تکنولوژی'],ZbidOkiZ,37047,111342
95,305324,['تکنولوژی'],Farshadgholami,7554,111963
96,305992,"['زیبایی', 'سلامت', 'تناسب اندام']",alireza_amirabadi,7031,112271
97,306701,['کسب و کار'],Apr89,26128,110637
98,306378,['تکنولوژی'],itstheshahriar,37388,112397
99,119500,['لوازم منزل'],Farshadgholami,8436,33731
0,286998,['خودرو'],Mehdi_rjbl,35474,105095
1,301066,['خودرو'],Farshadgholami,36504,108283
2,284399,['کنکور'],itstheshahriar,34917,103934
3,304934,['هیچکدام'],Mehdi_rjbl,1874,68409
4,303663,['پوشاک'],Farshadgholami,17421,111278
5,299797,['هیچکدام'],Sinaa_sm,46,109710
6,305776,['تناسب اندام'],Mehdi_rjbl,20057,77463
7,300362,['تکنولوژی'],Farshadgholami,28415,102336
8,237897,['تناسب اندام'],Mehdi_rjbl,20407,55208
9,217890,"['زنانه', 'سلامت']",Sinaa_sm,3704,78375
10,230173,['تکنولوژی'],Farshadgholami,698,75185
11,301743,['مواد غذایی'],ah_farahani,4766,74752
12,305663,['کسب و کار'],ah_farahani,37292,112096
13,300476,['خودرو'],ZbidOkiZ,34382,109941
14,304240,['هیچکدام'],Mehdi_rjbl,30880,110189
15,304734,['سلامت'],Sinaa_sm,26180,99405
16,297955,['هیچکدام'],itstheshahriar,13781,108887
17,169670,['لوازم منزل'],ZbidOkiZ,14558,55857
18,305866,['خودرو'],Mehdi_rjbl,32761,112181
19,303588,['تکنولوژی'],Farshadgholami,18782,111258
20,220677,"['تکنولوژی', 'کسب و کار']",ah_farahani,7188,79481
21,299775,['پوشاک'],Farshadgholami,33191,109279
22,304870,"['زیبایی', 'سلامت', 'مردانه']",ZbidOkiZ,19890,104080
23,290599,['پوشاک'],Mehdi_rjbl,4193,106517
24,168976,['مهاجرت'],ah_farahani,13409,55562
25,294035,"['تکنولوژی', 'تناسب اندام', 'سلامت']",Sinaa_sm,28415,101370
26,276168,['گردشگری'],Mehdi_rjbl,3201,100759
27,295537,['هیچکدام'],Farshadgholami,28263,106386
28,288434,['تکنولوژی'],Apr89,1456,105729
29,304239,['هیچکدام'],Sinaa_sm,25599,111458
30,290832,['کنکور'],FAFAR76,18922,86437
31,292820,['تکنولوژی'],Sinaa_sm,35921,106527
32,270885,['پوشاک'],FAFAR76,30577,98731
33,305716,['هیچکدام'],Farshadgholami,33250,112078
34,299081,['تکنولوژی'],Mehdi_rjbl,26731,109407
35,290686,['لوازم منزل'],FAFAR76,35855,106041
36,305571,['سلامت'],Farshadgholami,6101,52670
37,239782,"['کسب و کار', 'خودرو']",Sinaa_sm,30647,87049
38,209088,['لوازم منزل'],FAFAR76,25287,74247
39,239661,"['پوشاک', 'مردانه']",Mhmad_jang,6036,87001
40,301544,['مسکن'],Mehdi_rjbl,37018,110431
41,276466,['زیبایی'],Farshadgholami,12876,86260
42,282669,['مردانه'],FAFAR76,17768,99088
43,304560,['لوازم منزل'],ah_farahani,37305,111557
44,204745,"['لوازم منزل', 'کسب و کار']",ZbidOkiZ,892,69897
45,174091,['ارزدیجیتال'],FAFAR76,21066,57895
46,301026,['سلامت'],kianarajabi,9177,110223
47,297068,['مردانه'],Mehdi_rjbl,31466,108762
48,294427,"['زیبایی', 'مردانه']",Sinaa_sm,13272,44709
49,305333,['مهاجرت'],FAFAR76,1550,110806
50,299765,['پوشاک'],Farshadgholami,33191,109292
51,297254,['تکنولوژی'],FAFAR76,26731,108529
52,304791,['هیچکدام'],Mehdi_rjbl,36998,111662
53,290626,['مواد غذایی'],Farshadgholami,35991,106526
54,303823,['تکنولوژی'],ah_farahani,20940,88611
55,304869,['زیبایی'],Mehdi_rjbl,19890,104080
56,305496,['کسب و کار'],FAFAR76,29,111533
57,296744,['مواد غذایی'],Farshadgholami,36478,108438
58,300372,['مسکن'],ah_farahani,32196,109946
59,190836,['ارزدیجیتال'],Mehdi_rjbl,21066,65370
60,218840,['لوازم منزل'],ah_farahani,892,69900
61,305335,['مهاجرت'],FAFAR76,1550,110809
62,292023,['زیبایی'],ah_farahani,7058,107028
63,288442,['هیچکدام'],puranzamani,1456,105731
64,271454,['تکنولوژی'],FAFAR76,23299,98995
65,288328,['لوازم منزل'],FAFAR76,17907,105707
66,283925,['لوازم منزل'],Farshadgholami,6237,103679
67,307211,['سلبریتی'],ah_farahani,2200,90606
68,206215,['تکنولوژی'],Mehdi_rjbl,15044,71444
69,230151,['تکنولوژی'],FAFAR76,698,55515
70,224507,"['پوشاک', 'مردانه']",puranzamani,6036,80999
71,300550,['مسکن'],Farshadgholami,14041,110043
72,203115,['کسب و کار'],ah_farahani,20272,71301
73,282493,['زیبایی'],FAFAR76,20711,102766
74,240791,['هیچکدام'],ZbidOkiZ,16549,87353
75,307609,['ارزدیجیتال'],FAFAR76,20940,88640
76,289077,['هیچکدام'],Mehdi_rjbl,22316,63265
77,262993,"['پوشاک', 'زنانه']",ah_farahani,10982,95930
78,300707,['مسکن'],FAFAR76,21033,110131
79,288886,"['سلامت', 'زیبایی']",Mhmad_jang,31626,105886
80,304203,['تکنولوژی'],ZbidOkiZ,22951,111445
81,151527,['پوشاک'],puranzamani,5199,40875
82,303662,['پوشاک'],FAFAR76,17421,111278
83,238825,['خودرو'],Mehdi_rjbl,28392,86556
84,299768,['کودک'],FAFAR76,33191,109279
85,306766,"['زیبایی', 'سلامت', 'زنانه']",ZbidOkiZ,36382,107857
86,303229,['سلامت'],puranzamani,37169,111046
87,304460,['کنکور'],puranzamani,9847,111519
88,305552,['تکنولوژی'],Farshadgholami,34599,112005
89,288971,['گردشگری'],FAFAR76,27266,105935
90,239902,['هیچکدام'],ah_farahani,20491,87108
91,307460,['تکنولوژی'],puranzamani,25939,110529
92,298039,['کسب و کار'],puranzamani,36133,109040
93,305106,['کنکور'],ah_farahani,9847,111849
94,295260,['هیچکدام'],ZbidOkiZ,28240,107094
95,300423,['هیچکدام'],FAFAR76,34382,109941
96,280571,['پول مفت'],Mehdi_rjbl,33951,102261
97,305797,['پول مفت'],ah_farahani,13489,84264
98,294048,['سلامت'],FAFAR76,12876,100843
99,305046,['بورس'],puranzamani,33079,111800
0,254477,['هیچکدام'],RahimiAmirHossein,28678,92771
1,302759,['تکنولوژی'],Mehdi_rjbl,36468,110783
2,305582,['مواد غذایی'],FAFAR76,17994,105338
3,303802,['کسب و کار'],ah_farahani,8275,111306
4,202487,"['زیبایی', 'تناسب اندام']",puranzamani,25127,70942
5,305470,['تکنولوژی'],ah_farahani,10792,112017
6,305637,['سلامت'],Mehdi_rjbl,36082,112075
7,303273,['هیچکدام'],FAFAR76,37045,111065
8,304821,['ارزدیجیتال'],Mehdi_rjbl,36980,110892
9,305323,"['تکنولوژی', 'لوازم منزل']",Sinaa_sm,7554,111963
10,305939,['هیچکدام'],puranzamani,37491,112194
11,304679,['زیبایی'],Farshadgholami,9117,111618
12,302921,['زیبایی'],shiri_f,85,110910
13,304681,['کنکور'],ah_farahani,36822,111367
14,293894,['تکنولوژی'],FAFAR76,14837,107655
15,281005,['کسب و کار'],RahimiAmirHossein,26391,97137
16,290670,['خودرو'],FAFAR76,4759,74754
17,217913,['سلامت'],kianarajabi,3704,78375
18,253789,['سلامت'],Parisa_shrp,13029,86010
19,306885,['هیچکدام'],Mehdi_rjbl,35185,108310
20,306133,['سلبریتی'],ah_farahani,34524,112313
21,295545,['کسب و کار'],Parisa_shrp,33421,100750
22,296365,['مهاجرت'],Farshadgholami,29268,106942
23,208979,['لوازم منزل'],puranzamani,26533,74167
24,302909,['ارزدیجیتال'],Mehdi_rjbl,36980,110278
25,299438,['لوازم منزل'],FAFAR76,14284,37734
26,276538,"['مسکن', 'گردشگری', 'کسب و کار']",leilamhrb,21733,100886
27,304547,['سلامت'],RahimiAmirHossein,37127,111549
28,285360,['سلامت'],kianarajabi,27751,104314
29,306684,['خودرو'],FAFAR76,24492,71972
30,238373,['لوازم منزل'],Parisa_shrp,26533,86521
31,305261,['لوازم منزل'],Mehdi_rjbl,29742,111936
32,302222,['کسب و کار'],shiri_f,36754,110671
33,304572,"['مردانه', 'پوشاک']",ah_farahani,762,85077
34,286810,['خودرو'],Parisa_shrp,30793,87575
35,286775,['زیبایی'],ah_farahani,35520,104992
36,305410,['هیچکدام'],FAFAR76,35185,108310
37,302373,['سلبریتی'],Mehdi_rjbl,36754,110739
38,287424,"['بورس', 'ارزدیجیتال', 'پول مفت', 'کسب و کار']",kianarajabi,16986,105301
39,237043,"['سلامت', 'زیبایی']",Parisa_shrp,18797,86114
40,305003,"['زیبایی', 'زنانه']",ah_farahani,8223,111759
41,307654,['لوازم منزل'],FAFAR76,31511,90964
42,300109,['لوازم منزل'],shiri_f,29742,109848
43,302775,['سلامت'],Mehdi_rjbl,12876,86258
44,304110,['پوشاک'],ah_farahani,5305,83663
45,302754,['سلامت'],FAFAR76,12876,100846
46,241471,['لوازم منزل'],Sinaa_sm,22433,87820
47,248178,"['زیبایی', 'سلامت', 'مردانه', 'زنانه']",ZbidOkiZ,8501,89146
48,306250,"['تکنولوژی', 'کسب و کار', 'لوازم منزل']",kianarajabi,37508,112350
49,305018,"['لوازم منزل', 'کسب و کار']",ah_farahani,24620,111720
50,227890,['لوازم منزل'],Mehdi_rjbl,26533,74991
51,304738,['هیچکدام'],Parisa_shrp,34595,110904
52,257242,['مسکن'],FAFAR76,25325,70521
53,283744,['خودرو'],ah_farahani,26831,75053
54,302917,"['پول مفت', 'پوشاک', 'زنانه', 'مردانه']",ZbidOkiZ,762,110478
55,302352,['کسب و کار'],FAFAR76,36754,110731
56,304088,['ارزدیجیتال'],Mehdi_rjbl,36837,111385
57,305154,"['مردانه', 'پوشاک']",shiri_f,36634,109423
58,303800,"['تکنولوژی', 'لوازم منزل']",kianarajabi,31512,89971
59,304499,['ارزدیجیتال'],Parisa_shrp,10176,111530
60,304420,['تکنولوژی'],FAFAR76,33079,111500
61,285090,['تکنولوژی'],ZbidOkiZ,17028,104198
62,300139,['ارزدیجیتال'],Mehdi_rjbl,33610,109834
63,297336,['خودرو'],ah_farahani,33794,108080
64,308157,['سلامت'],FAFAR76,31943,93337
65,307456,['پول مفت'],ZbidOkiZ,16986,112656
66,296293,['لوازم منزل'],Parisa_shrp,23924,108563
67,303699,['گردشگری'],shiri_f,31247,111173
68,238374,['لوازم منزل'],kianarajabi,26533,86521
69,280119,['هیچکدام'],Mehdi_rjbl,1649,102181
70,302922,['تناسب اندام'],Parisa_shrp,85,110911
71,199116,['هیچکدام'],ah_farahani,3615,69273
72,304741,['خودرو'],Parisa_shrp,37321,111643
73,238365,['لوازم منزل'],Mehdi_rjbl,26533,86521
74,304786,['لوازم منزل'],shiri_f,28415,101369
75,302861,['هیچکدام'],ah_farahani,31943,93359
76,239784,['خودرو'],Parisa_shrp,30647,87050
77,300389,"['سلامت', 'مواد غذایی']",Mhmad_jang,36340,107716
78,306708,['ارزدیجیتال'],ah_farahani,14583,112444
79,306970,"['تناسب اندام', 'سلامت']",Parisa_shrp,36908,110258
80,305033,['هیچکدام'],Mehdi_rjbl,2603,110908
81,298202,"['زیبایی', 'سلامت']",ah_farahani,28831,105394
82,304783,['تکنولوژی'],Farshadgholami,37246,111372
83,290127,"['زیبایی', 'سلامت']",ZbidOkiZ,12876,86258
84,293383,"['ارزدیجیتال', 'پول مفت']",Parisa_shrp,36172,107477
85,295608,['لوازم منزل'],Mehdi_rjbl,14433,108202
86,305962,['تکنولوژی'],Farshadgholami,33079,112245
87,303667,['سلامت'],Parisa_shrp,32445,111280
88,308859,['مسکن'],Armin_eb1995,286,113180
89,306368,['هیچکدام'],Mehdi_rjbl,16870,112391
90,303462,['لوازم منزل'],ah_farahani,15178,111205
91,304617,['کسب و کار'],ZbidOkiZ,8222,111587
92,302218,"['تکنولوژی', 'کسب و کار']",Mehdi_rjbl,36754,110668
93,287481,['مواد غذایی'],Armin_eb1995,17994,105338
94,304735,['تناسب اندام'],Mehdi_rjbl,36999,111634
95,306023,"['تکنولوژی', 'کسب و کار']",ZbidOkiZ,20950,112281
96,305342,['هیچکدام'],puranzamani,10248,111977
97,284292,"['زیبایی', 'زنانه']",shiri_f,35133,103673
98,305970,['زیبایی'],Armin_eb1995,19824,112211
99,295062,['هیچکدام'],Mehdi_rjbl,35405,104923
0,304591,['پوشاک'],shiri_f,15454,105533
1,302199,"['تکنولوژی', 'کسب و کار']",Mehdi_rjbl,36754,110660
2,306740,['هیچکدام'],puranzamani,118,112468
3,284044,['لوازم منزل'],Armin_eb1995,11083,103725
4,120901,['تکنولوژی'],Mehdi_rjbl,5462,25344
5,234142,['پول مفت'],puranzamani,13489,55524
6,255999,['تکنولوژی'],puranzamani,12382,93285
7,305864,['هیچکدام'],Mehdi_rjbl,37492,112192
8,295518,['کسب و کار'],shiri_f,33421,100750
9,304272,"['لوازم منزل', 'تکنولوژی', 'مردانه']",Armin_eb1995,37090,111475
10,278959,['پوشاک'],puranzamani,16374,69424
11,304093,['بورس'],puranzamani,36837,111387
12,303847,"['زیبایی', 'مردانه']",Armin_eb1995,37127,111321
13,257262,['هیچکدام'],puranzamani,25325,71898
14,305766,['سلامت'],puranzamani,7058,112155
15,302762,"['زیبایی', 'سلامت']",ZbidOkiZ,12876,100846
16,297153,['زیبایی'],Armin_eb1995,12876,86258
17,305871,['کسب و کار'],puranzamani,13267,112198
18,229584,['مواد غذایی'],ZbidOkiZ,16491,82939
19,293485,"['بورس', 'ارزدیجیتال']",puranzamani,34951,107523
20,306685,"['خودرو', 'مردانه']",Armin_eb1995,24492,68875
21,304788,['زیبایی'],puranzamani,37301,111633
22,158697,['زیبایی'],puranzamani,18797,51272
23,302376,['کسب و کار'],Armin_eb1995,36754,110739
24,241316,['ارزدیجیتال'],puranzamani,7049,87737
25,294145,"['زیبایی', 'زنانه']",ah_farahani,28831,96336
26,294417,['هیچکدام'],puranzamani,36377,107841
27,305675,['کسب و کار'],leilamhrb,35465,112100
28,295355,"['سلامت', 'زیبایی']",Armin_eb1995,14251,108153
29,303867,['هیچکدام'],mahlatrk,16826,111334
30,305155,"['پوشاک', 'مردانه']",ah_farahani,36634,111872
31,177389,['لوازم منزل'],leilamhrb,20873,59434
32,304789,"['زیبایی', 'زنانه']",Armin_eb1995,37301,111630
33,304641,['تکنولوژی'],ah_farahani,37307,111574
34,297394,['کسب و کار'],leilamhrb,648,108835
35,305101,['تکنولوژی'],Armin_eb1995,8934,111788
36,247222,['زیبایی'],ah_farahani,18797,90226
37,285849,['کسب و کار'],ah_farahani,3724,104563
38,297348,"['پوشاک', 'کسب و کار']",leilamhrb,36634,108841
39,275316,['کنکور'],ah_farahani,18922,86437
40,305006,['زیبایی'],ZbidOkiZ,6101,52670
41,302349,['پول مفت'],mahlatrk,29099,110725
42,307441,['کسب و کار'],Armin_eb1995,16986,112650
43,275513,['پول مفت'],ah_farahani,13489,100458
44,203269,"['گردشگری', 'مسکن']",leilamhrb,3527,31769
45,240558,['کسب و کار'],ah_farahani,10780,87384
46,153696,"['کسب و کار', 'زنانه', 'مردانه', 'پوشاک']",ZbidOkiZ,1921,4518
47,278448,['تکنولوژی'],Armin_eb1995,29357,101530
48,281995,['تناسب اندام'],ah_farahani,30768,102958
49,286145,['ارزدیجیتال'],leilamhrb,35124,104675
50,219004,"['زیبایی', 'سلامت']",ZbidOkiZ,14402,78809
51,294931,['تکنولوژی'],leilamhrb,36345,107991
52,304405,['هیچکدام'],ah_farahani,8060,111495
53,308545,['سلامت'],mahlatrk,25801,109876
54,303835,['هیچکدام'],ZbidOkiZ,27924,111320
55,308255,"['تکنولوژی', 'کسب و کار', 'لوازم منزل']",leilamhrb,37482,112948
56,309271,"['زیبایی', 'سلامت']",ZbidOkiZ,36557,111994
57,305004,['زیبایی'],mahlatrk,6101,52670
58,266987,['ارزدیجیتال'],leilamhrb,32312,95958
59,308978,"['مردانه', 'پوشاک']",ah_farahani,762,113224
60,273993,['کسب و کار'],ah_farahani,3179,78770
61,291050,['تکنولوژی'],mahlatrk,3162,106701
62,294912,"['تکنولوژی', 'کسب و کار']",leilamhrb,7188,107980
63,309226,['سلبریتی'],ah_farahani,37294,113337
64,231226,['لوازم منزل'],ah_farahani,25287,83794
65,298723,['کسب و کار'],leilamhrb,3179,89410
66,226086,['سلامت'],leilamhrb,23762,81576
67,207625,['پول مفت'],shiri_f,13489,73563
68,210626,"['ارزدیجیتال', 'پول مفت']",ah_farahani,20871,58942
69,234680,['مردانه'],mahlatrk,19720,57538
70,296384,['کسب و کار'],ah_farahani,27924,108596
71,305893,['تکنولوژی'],leilamhrb,8886,112213
72,194607,['کسب و کار'],kimiya_ltf,20796,67131
73,292060,['هیچکدام'],ah_farahani,14305,106998
74,281144,['سلامت'],mahlatrk,26180,99405
75,305659,['پول مفت'],ah_farahani,32575,112094
76,286384,"['کودک', 'تکنولوژی']",ah_farahani,27785,104839
77,305965,['تکنولوژی'],kianarajabi,33079,112251
78,304680,['کسب و کار'],Mt4heri,36489,111605
79,297476,['مواد غذایی'],ah_farahani,8723,108908
80,306686,['مسکن'],shiri_f,35227,112428
81,252919,['کسب و کار'],ah_farahani,26630,92254
82,237511,['زیبایی'],Mt4heri,28831,86261
83,305720,['سلامت'],Hamedabedini013,11795,112127
84,248882,['سلامت'],mahlatrk,6101,86577
85,267349,['بورس'],ah_farahani,15286,97437
86,297783,['لوازم منزل'],shiri_f,28634,103820
87,239026,"['تکنولوژی', 'کسب و کار']",Mt4heri,16078,86727
88,203739,['مسکن'],Hamedabedini013,21613,66724
89,307912,['تکنولوژی'],leilamhrb,28415,109961
90,309308,['پوشاک'],shiri_f,619,113052
91,226867,['کسب و کار'],Hamedabedini013,3832,81964
92,285039,['مواد غذایی'],ah_farahani,20984,104165
93,257395,"['تناسب اندام', 'زیبایی']",Mt4heri,29010,93918
94,301732,['لوازم منزل'],ah_farahani,37036,110502
95,303434,['تکنولوژی'],Hamedabedini013,26476,111188
96,257605,['تکنولوژی'],leilamhrb,4198,93997
97,300145,['کنکور'],ZbidOkiZ,19511,109871
98,308806,"['کسب و کار', 'خودرو']",Hamedabedini013,28435,111126
99,239131,['کسب و کار'],Mt4heri,18964,86777
0,303390,['مواد غذایی'],shiri_f,21339,101700
1,309679,"['کسب و کار', 'تکنولوژی']",ah_farahani,986,113495
2,228686,['هیچکدام'],rezdosi,12818,82664
3,309942,"['خودرو', 'کسب و کار']",Hamedabedini013,4187,82832
4,293101,['تکنولوژی'],Mt4heri,31262,107158
5,268459,['مسکن'],ah_farahani,8,97800
6,296397,['هیچکدام'],ZbidOkiZ,5547,108614
7,309630,['ارزدیجیتال'],Hamedabedini013,31943,93337
8,303754,['تکنولوژی'],ah_farahani,7188,108149
9,297526,['هیچکدام'],Mt4heri,26412,92056
10,177764,['لوازم منزل'],rezdosi,10782,59602
11,308490,['لوازم منزل'],Hamedabedini013,26533,86521
12,293041,['تکنولوژی'],Hamedabedini013,31262,107154
13,294950,['تکنولوژی'],ah_farahani,35953,106418
14,308981,['هیچکدام'],Mt4heri,762,113228
15,239375,"['سلامت', 'زیبایی']",mahlatrk,12876,86260
16,303464,['لوازم منزل'],rezdosi,28059,111207
17,307962,"['سلامت', 'زیبایی']",Hamedabedini013,35941,112830
18,288369,['لوازم منزل'],Apr89,22512,104932
19,187267,['کسب و کار'],Mt4heri,20020,63763
20,279928,"['پوشاک', 'تناسب اندام']",Hamedabedini013,31900,102110
21,302338,"['زیبایی', 'سلامت']",ah_farahani,1981,48534
22,300543,"['سلامت', 'زیبایی', 'زنانه']",Hamedabedini013,3332,110040
23,305304,['تکنولوژی'],Mt4heri,7554,111956
24,301093,['کسب و کار'],ah_farahani,10427,110281
25,309638,['پوشاک'],mahlatrk,25628,72203
26,265321,['کسب و کار'],ah_farahani,9001,96654
27,301684,['پوشاک'],ah_farahani,3550,95871
28,308979,"['پوشاک', 'سلامت']",Hamedabedini013,762,113224
29,162814,['لوازم منزل'],Hamedabedini013,17907,51237
30,220008,"['خودرو', 'تکنولوژی']",ZbidOkiZ,4759,74754
31,309909,['سلامت'],ah_farahani,25801,95295
32,284521,['مهاجرت'],mahlatrk,7170,37098
33,295530,['لوازم منزل'],rezdosi,23249,67327
34,293140,['تکنولوژی'],ZbidOkiZ,31262,107155
35,263769,['هیچکدام'],Apr89,31613,95185
36,305413,"['گردشگری', 'مسکن']",Hamedabedini013,7170,26394
37,302166,['کسب و کار'],kianarajabi,37068,110628
38,296105,['پول مفت'],ZbidOkiZ,21425,101287
39,279295,['کودک'],sepahsalar_sz,21483,101781
40,280727,['کسب و کار'],Apr89,21425,101284
41,308062,['تکنولوژی'],rezdosi,2932,112858
42,283518,['مهاجرت'],ah_farahani,31486,103458
43,191451,['هیچکدام'],ZbidOkiZ,22954,65637
44,260964,"['سلامت', 'زیبایی']",Hamedabedini013,29707,84095
45,300437,"['تکنولوژی', 'کسب و کار']",shiri_f,36780,109461
46,169317,['مواد غذایی'],kianarajabi,4083,55719
47,256237,['کسب و کار'],sepahsalar_sz,59,84630
48,215708,['سلامت'],Hamedabedini013,23762,77467
49,205675,['لوازم منزل'],Apr89,892,72518
50,307043,"['زنانه', 'سلامت']",ah_farahani,4425,112041
51,234679,"['لوازم منزل', 'مردانه']",kianarajabi,19720,52593
52,286598,['کسب و کار'],ah_farahani,5996,104916
53,268600,['کسب و کار'],sepahsalar_sz,32578,97538
54,292078,"['مهاجرت', 'کنکور']",Hamedabedini013,14305,107001
55,310008,['پوشاک'],kianarajabi,37805,113611
56,303382,['مواد غذایی'],ah_farahani,21339,101700
57,289236,['زیبایی'],shiri_f,18769,104734
58,296899,['هیچکدام'],mahlatrk,28240,107094
59,196454,['خودرو'],sepahsalar_sz,18969,58986
60,300324,['لوازم منزل'],kianarajabi,36164,109927
61,301037,"['مردانه', 'سلامت']",ah_farahani,20865,67103
62,260663,"['تکنولوژی', 'کسب و کار']",Apr89,11583,31961
63,252974,['گردشگری'],Hamedabedini013,97,91997
64,304096,['ارزدیجیتال'],ah_farahani,30319,111389
65,297446,['تکنولوژی'],ah_farahani,22535,108914
66,305513,"['تکنولوژی', 'کسب و کار']",shiri_f,35216,112043
67,156831,['تکنولوژی'],Apr89,17447,47194
68,305240,['خودرو'],kianarajabi,31461,111908
69,232411,"['زیبایی', 'مردانه']",Hamedabedini013,26416,83742
70,210188,['مهاجرت'],Apr89,25886,74836
71,308861,['تناسب اندام'],kianarajabi,9177,113114
72,283008,['مواد غذایی'],Hamedabedini013,4098,103286
73,281100,"['لوازم منزل', 'کسب و کار']",shiri_f,34291,100769
74,304565,['هیچکدام'],mahlatrk,30880,110189
75,301728,['پوشاک'],kianarajabi,17421,87119
76,309869,['کسب و کار'],Apr89,27080,113425
77,275464,['لوازم منزل'],ah_farahani,24980,100445
78,183163,"['تکنولوژی', 'کسب و کار']",shiri_f,1450,32162
79,278428,['تکنولوژی'],ah_farahani,29357,101522
80,268574,['خودرو'],Apr89,32578,97540
81,148295,['سلامت'],Hamedabedini013,4631,46976
82,303011,['پوشاک'],ah_farahani,21961,110481
83,299366,['تکنولوژی'],kianarajabi,36165,109555
84,308944,"['سلامت', 'زیبایی', 'زنانه']",Hamedabedini013,29533,113208
85,278443,['تکنولوژی'],solale_mhmmdi,29357,101528
86,306772,['پوشاک'],Apr89,1619,96159
87,290103,"['مردانه', 'سلامت']",ah_farahani,26180,105289
88,285609,['هیچکدام'],shiri_f,8713,104495
89,139697,['تکنولوژی'],kianarajabi,1152,43633
90,238966,['لوازم منزل'],Hamedabedini013,22230,86686
91,241331,['مواد غذایی'],ah_farahani,27835,87603
92,310244,['مواد غذایی'],Apr89,619,113707
93,295348,['تکنولوژی'],Hamedabedini013,7188,108149
94,295634,['پوشاک'],kianarajabi,8060,107313
95,282072,['کسب و کار'],shiri_f,4047,103019
96,295553,['سلامت'],ah_farahani,9177,90196
97,292184,['بورس'],Hamedabedini013,16117,101191
98,250034,['مواد غذایی'],kianarajabi,14788,85754
99,300962,['ارزدیجیتال'],Apr89,16699,103112
0,281145,['هیچکدام'],solale_mhmmdi,34805,102624
1,303519,['تکنولوژی'],Hamedabedini013,26476,111221
2,286363,['تکنولوژی'],kianarajabi,11356,104815
3,294386,['مهاجرت'],Apr89,33702,99914
4,300617,['خودرو'],Hamedabedini013,29533,110082
5,257314,['لوازم منزل'],kianarajabi,20765,93856
6,300565,['تکنولوژی'],mahlatrk,36933,110048
7,226054,['هیچکدام'],shiri_f,9149,59827
8,290088,['زیبایی'],solale_mhmmdi,12876,86260
9,304425,"['تکنولوژی', 'زیبایی', 'پوشاک']",ZbidOkiZ,17012,111498
10,304186,['ارزدیجیتال'],kianarajabi,6086,111436
11,300266,['تکنولوژی'],Hamedabedini013,26731,109385
12,303813,"['زنانه', 'پوشاک']",Apr89,20976,109107
13,301670,['هیچکدام'],ZbidOkiZ,46,110010
14,308987,['پوشاک'],Hamedabedini013,21961,113221
15,283920,['مسکن'],ah_farahani,23224,103642
16,87789,['تکنولوژی'],shiri_f,7931,22032
17,295300,['هیچکدام'],ZbidOkiZ,35670,107680
18,304019,['سلامت'],Apr89,25801,72418
19,296480,['مواد غذایی'],Hamedabedini013,35145,108642
20,302733,['تکنولوژی'],mahlatrk,32638,110828
21,295082,['کسب و کار'],solale_mhmmdi,15854,105232
22,295665,['خودرو'],Hamedabedini013,36504,108283
23,305005,"['تکنولوژی', 'کسب و کار']",ah_farahani,30880,110189
24,195659,"['کسب و کار', 'لوازم منزل']",shiri_f,24264,67576
25,304400,['تکنولوژی'],solale_mhmmdi,8060,111495
26,300094,['کسب و کار'],Apr89,35163,108142
27,227978,['کسب و کار'],mahlatrk,1807,82372
28,295130,"['کسب و کار', 'تکنولوژی']",shiri_f,17807,108093
29,288820,"['کسب و کار', 'پوشاک']",ah_farahani,4318,105840
30,303564,"['کسب و کار', 'تکنولوژی']",Hamedabedini013,35164,103548
31,309236,['کسب و کار'],shiri_f,37294,113337
32,190279,"['زیبایی', 'مردانه']",ah_farahani,23392,64802
33,280330,['کسب و کار'],Apr89,13936,102296
34,195119,['مهاجرت'],ah_farahani,20517,60911
